horizon,feature_a,feature_b,corr,abs_corr
3W-FRI,ret_skew,ret_kurt,0.18848551250921716,0.18848551250921716
3W-FRI,hy_spread,hy_spread_z_12p,-0.18759227466179554,0.18759227466179554
3W-FRI,vol_autocorr,vix_slope,0.18720547177994465,0.18720547177994465
3W-FRI,ma_regime,max_dd_6m,0.18544150443057347,0.18544150443057347
3W-FRI,max_dd_3m,vol_autocorr,-0.18527407741284027,0.18527407741284027
3W-FRI,vol_1m,hy_spread_chg_1p,-0.184762914467101,0.184762914467101
3W-FRI,vol_accel,vix_slope,-0.18446336155342574,0.18446336155342574
3W-FRI,spy_ret,pct_above_50dma,0.1842562266070824,0.1842562266070824
3W-FRI,pct_above_50dma,cpi_chg_1p,-0.18419750112106484,0.18419750112106484
3W-FRI,vol_1m,vix_slope,-0.1830427699010315,0.1830427699010315
3W-FRI,vol_autocorr,lag2_y_excess_lead,0.18212210716754387,0.18212210716754387
3W-FRI,vol_1w,term_spread,0.1816172510604993,0.1816172510604993
3W-FRI,ret_kurt,cpi_chg_1p,-0.1804887061040289,0.1804887061040289
3W-FRI,vol_autocorr,vix_ts_z_12p,0.1791269923247656,0.1791269923247656
3W-FRI,short_reversal_1m,term_spread,0.1772452958320455,0.1772452958320455
3W-FRI,short_reversal_1m,vol_autocorr,-0.1770214855507206,0.1770214855507206
3W-FRI,mom6m,erp,0.1758242742702816,0.1758242742702816
3W-FRI,vol_1m,term_spread,0.17577215286100378,0.17577215286100378
3W-FRI,vol_1w,turnover,0.17559890369240352,0.17559890369240352
3W-FRI,max_dd_6m,erp,0.1749353097072542,0.1749353097072542
3W-FRI,vol_ratio_1m_3m,vix_ts_z_12p,-0.17462702365683144,0.17462702365683144
3W-FRI,vix_slope,lag_y_excess_lead,-0.17381536150396296,0.17381536150396296
3W-FRI,vol_3m,hy_spread_chg_1p,-0.17254398283017297,0.17254398283017297
3W-FRI,vol_accel,vol_autocorr,-0.17241701202782422,0.17241701202782422
